iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million
LUX,Europe,Luxembourg,2020-09-11,0.0,0.0,17.0,26.250999999999998
LUX,Europe,Luxembourg,2020-09-12,0.0,0.0,18.0,27.795
LUX,Europe,Luxembourg,2020-09-13,1.0,1.544,16.0,24.706999999999997
LUX,Europe,Luxembourg,2020-09-14,0.0,0.0,19.0,29.339000000000002
LUX,Europe,Luxembourg,2020-09-15,0.0,0.0,22.0,33.972
LUX,Europe,Luxembourg,2020-09-16,0.0,0.0,23.0,35.516
LUX,Europe,Luxembourg,2020-09-17,1.0,1.544,18.0,27.795
LUX,Europe,Luxembourg,2020-09-18,0.0,0.0,16.0,24.706999999999997
LUX,Europe,Luxembourg,2020-09-19,2.0,3.088,22.0,33.972
LUX,Europe,Luxembourg,2020-09-20,1.0,1.544,21.0,32.427
LUX,Europe,Luxembourg,2020-09-21,1.0,1.544,20.0,30.883000000000003
LUX,Europe,Luxembourg,2020-09-22,1.0,1.544,23.0,35.516
LUX,Europe,Luxembourg,2020-09-23,3.0,4.632,26.0,40.148
LUX,Europe,Luxembourg,2020-09-24,1.0,1.544,19.0,29.339000000000002
LUX,Europe,Luxembourg,2020-09-25,1.0,1.544,25.0,38.604
LUX,Europe,Luxembourg,2020-09-26,3.0,4.632,30.0,46.325
LUX,Europe,Luxembourg,2020-09-27,3.0,4.632,36.0,55.59
LUX,Europe,Luxembourg,2020-09-28,4.0,6.1770000000000005,34.0,52.501000000000005
LUX,Europe,Luxembourg,2020-09-29,5.0,7.721,30.0,46.325
LUX,Europe,Luxembourg,2020-09-30,5.0,7.721,30.0,46.325
LUX,Europe,Luxembourg,2020-10-01,3.0,4.632,20.0,30.883000000000003
LUX,Europe,Luxembourg,2020-10-02,3.0,4.632,20.0,30.883000000000003
LUX,Europe,Luxembourg,2020-10-03,2.0,3.088,21.0,32.427
LUX,Europe,Luxembourg,2020-10-04,2.0,3.088,21.0,32.427
LUX,Europe,Luxembourg,2020-10-05,1.0,1.544,22.0,33.972
LUX,Europe,Luxembourg,2020-10-06,2.0,3.088,21.0,32.427
LUX,Europe,Luxembourg,2020-10-07,2.0,3.088,22.0,33.972
LUX,Europe,Luxembourg,2020-10-08,1.0,1.544,24.0,37.06
LUX,Europe,Luxembourg,2020-10-09,1.0,1.544,34.0,52.501000000000005
LUX,Europe,Luxembourg,2020-10-10,2.0,3.088,34.0,52.501000000000005
LUX,Europe,Luxembourg,2020-10-11,2.0,3.088,36.0,55.59
LUX,Europe,Luxembourg,2020-10-12,2.0,3.088,40.0,61.766000000000005
LUX,Europe,Luxembourg,2020-10-13,3.0,4.632,46.0,71.031
LUX,Europe,Luxembourg,2020-10-14,4.0,6.1770000000000005,44.0,67.943
LUX,Europe,Luxembourg,2020-10-15,4.0,6.1770000000000005,41.0,63.31100000000001
LUX,Europe,Luxembourg,2020-10-16,4.0,6.1770000000000005,49.0,75.664
LUX,Europe,Luxembourg,2020-10-17,3.0,4.632,53.0,81.84100000000001
LUX,Europe,Luxembourg,2020-10-18,4.0,6.1770000000000005,57.0,88.01700000000001
LUX,Europe,Luxembourg,2020-10-19,5.0,7.721,61.0,94.194
LUX,Europe,Luxembourg,2020-10-20,7.0,10.809000000000001,68.0,105.00299999999999
LUX,Europe,Luxembourg,2020-10-21,8.0,12.353,69.0,106.54700000000001
LUX,Europe,Luxembourg,2020-10-22,10.0,15.442,86.0,132.798
LUX,Europe,Luxembourg,2020-10-23,11.0,16.986,88.0,135.886
LUX,Europe,Luxembourg,2020-10-24,12.0,18.53,103.0,159.049
LUX,Europe,Luxembourg,2020-10-25,12.0,18.53,114.0,176.03400000000002
LUX,Europe,Luxembourg,2020-10-26,16.0,24.706999999999997,114.0,176.03400000000002
LUX,Europe,Luxembourg,2020-10-27,16.0,24.706999999999997,132.0,203.829
LUX,Europe,Luxembourg,2020-10-28,21.0,32.427,140.0,216.18200000000002
LUX,Europe,Luxembourg,2020-10-29,24.0,37.06,150.0,231.62400000000002
LUX,Europe,Luxembourg,2020-10-30,26.0,40.148,169.0,260.96299999999997
LUX,Europe,Luxembourg,2020-10-31,27.0,41.692,168.0,259.41900000000004
LUX,Europe,Luxembourg,2020-11-01,29.0,44.781000000000006,179.0,276.405
LUX,Europe,Luxembourg,2020-11-02,29.0,44.781000000000006,203.0,313.465
LUX,Europe,Luxembourg,2020-11-03,30.0,46.325,224.0,345.892
LUX,Europe,Luxembourg,2020-11-04,36.0,55.59,215.0,331.995
LUX,Europe,Luxembourg,2020-11-05,37.0,57.13399999999999,208.0,321.185
LUX,Europe,Luxembourg,2020-11-06,41.0,63.31100000000001,208.0,321.185
LUX,Europe,Luxembourg,2020-11-07,36.0,55.59,204.0,315.009
LUX,Europe,Luxembourg,2020-11-08,40.0,61.766000000000005,198.0,305.744
LUX,Europe,Luxembourg,2020-11-09,42.0,64.855,207.0,319.64099999999996
LUX,Europe,Luxembourg,2020-11-10,38.0,58.678000000000004,219.0,338.171
LUX,Europe,Luxembourg,2020-11-11,39.0,60.222,215.0,331.995
LUX,Europe,Luxembourg,2020-11-12,41.0,63.31100000000001,220.0,339.715
LUX,Europe,Luxembourg,2020-11-13,43.0,66.399,208.0,321.185
LUX,Europe,Luxembourg,2020-11-14,46.0,71.031,206.0,318.097
LUX,Europe,Luxembourg,2020-11-15,46.0,71.031,211.0,325.818
LUX,Europe,Luxembourg,2020-11-16,48.0,74.12,236.0,364.42199999999997
LUX,Europe,Luxembourg,2020-11-17,48.0,74.12,247.0,381.408
LUX,Europe,Luxembourg,2020-11-18,44.0,67.943,221.0,341.26
LUX,Europe,Luxembourg,2020-11-19,43.0,66.399,222.0,342.80400000000003
LUX,Europe,Luxembourg,2020-11-20,41.0,63.31100000000001,224.0,345.892
LUX,Europe,Luxembourg,2020-11-21,45.0,69.487,226.0,348.98
LUX,Europe,Luxembourg,2020-11-22,47.0,72.57600000000001,242.0,373.68699999999995
LUX,Europe,Luxembourg,2020-11-23,46.0,71.031,237.0,365.966
LUX,Europe,Luxembourg,2020-11-24,43.0,66.399,225.0,347.436
LUX,Europe,Luxembourg,2020-11-25,44.0,67.943,224.0,345.892
LUX,Europe,Luxembourg,2020-11-26,43.0,66.399,221.0,341.26
LUX,Europe,Luxembourg,2020-11-27,41.0,63.31100000000001,206.0,318.097
LUX,Europe,Luxembourg,2020-11-28,42.0,64.855,203.0,313.465
LUX,Europe,Luxembourg,2020-11-29,42.0,64.855,214.0,330.45
LUX,Europe,Luxembourg,2020-11-30,42.0,64.855,212.0,327.362
LUX,Europe,Luxembourg,2020-12-01,41.0,63.31100000000001,210.0,324.274
LUX,Europe,Luxembourg,2020-12-02,41.0,63.31100000000001,202.0,311.92
LUX,Europe,Luxembourg,2020-12-03,41.0,63.31100000000001,194.0,299.567
LUX,Europe,Luxembourg,2020-12-04,40.0,61.766000000000005,190.0,293.39099999999996
LUX,Europe,Luxembourg,2020-12-05,40.0,61.766000000000005,191.0,294.935
LUX,Europe,Luxembourg,2020-12-06,39.0,60.222,203.0,313.465
LUX,Europe,Luxembourg,2020-12-07,43.0,66.399,203.0,313.465
LUX,Europe,Luxembourg,2020-12-08,46.0,71.031,210.0,324.274
LUX,Europe,Luxembourg,2020-12-09,47.0,72.57600000000001,217.0,335.083
LUX,Europe,Luxembourg,2020-12-10,47.0,72.57600000000001,217.0,335.083
LUX,Europe,Luxembourg,2020-12-11,47.0,72.57600000000001,221.0,341.26
LUX,Europe,Luxembourg,2020-12-12,46.0,71.031,226.0,348.98
LUX,Europe,Luxembourg,2020-12-13,50.0,77.208,240.0,370.599
LUX,Europe,Luxembourg,2020-12-14,48.0,74.12,239.0,369.05400000000003
LUX,Europe,Luxembourg,2020-12-15,48.0,74.12,235.0,362.87800000000004
LUX,Europe,Luxembourg,2020-12-16,47.0,72.57600000000001,230.0,355.157
LUX,Europe,Luxembourg,2020-12-17,43.0,66.399,226.0,348.98
LUX,Europe,Luxembourg,2020-12-18,39.0,60.222,218.0,336.62699999999995
LUX,Europe,Luxembourg,2020-12-19,38.0,58.678000000000004,214.0,330.45
LUX,Europe,Luxembourg,2020-12-20,38.0,58.678000000000004,207.0,319.64099999999996
LUX,Europe,Luxembourg,2020-12-21,39.0,60.222,193.0,298.02299999999997
LUX,Europe,Luxembourg,2020-12-22,40.0,61.766000000000005,192.0,296.47900000000004
LUX,Europe,Luxembourg,2020-12-23,39.0,60.222,171.0,264.051
LUX,Europe,Luxembourg,2020-12-24,35.0,54.04600000000001,167.0,257.875
LUX,Europe,Luxembourg,2020-12-25,35.0,54.04600000000001,165.0,254.787
LUX,Europe,Luxembourg,2020-12-26,39.0,60.222,166.0,256.33099999999996
LUX,Europe,Luxembourg,2020-12-27,32.0,49.413000000000004,150.0,231.62400000000002
LUX,Europe,Luxembourg,2020-12-28,32.0,49.413000000000004,157.0,242.433
LUX,Europe,Luxembourg,2020-12-29,31.0,47.869,147.0,226.99200000000002
LUX,Europe,Luxembourg,2020-12-30,31.0,47.869,132.0,203.829
LUX,Europe,Luxembourg,2020-12-31,33.0,50.957,136.0,210.00599999999997
LUX,Europe,Luxembourg,2021-01-01,32.0,49.413000000000004,125.0,193.02
LUX,Europe,Luxembourg,2021-01-02,30.0,46.325,125.0,193.02
LUX,Europe,Luxembourg,2021-01-03,34.0,52.501000000000005,125.0,193.02
LUX,Europe,Luxembourg,2021-01-04,32.0,49.413000000000004,123.0,189.93200000000002
LUX,Europe,Luxembourg,2021-01-05,28.0,43.236000000000004,104.0,160.593
LUX,Europe,Luxembourg,2021-01-06,26.0,40.148,104.0,160.593
LUX,Europe,Luxembourg,2021-01-07,23.0,35.516,100.0,154.416
LUX,Europe,Luxembourg,2021-01-08,22.0,33.972,91.0,140.519
LUX,Europe,Luxembourg,2021-01-09,21.0,32.427,93.0,143.607
LUX,Europe,Luxembourg,2021-01-10,23.0,35.516,92.0,142.063
LUX,Europe,Luxembourg,2021-01-11,24.0,37.06,93.0,143.607
LUX,Europe,Luxembourg,2021-01-12,21.0,32.427,92.0,142.063
LUX,Europe,Luxembourg,2021-01-13,23.0,35.516,91.0,140.519
LUX,Europe,Luxembourg,2021-01-14,21.0,32.427,90.0,138.974
LUX,Europe,Luxembourg,2021-01-15,18.0,27.795,84.0,129.709
LUX,Europe,Luxembourg,2021-01-16,19.0,29.339000000000002,91.0,140.519
LUX,Europe,Luxembourg,2021-01-17,20.0,30.883000000000003,88.0,135.886
LUX,Europe,Luxembourg,2021-01-18,20.0,30.883000000000003,88.0,135.886
LUX,Europe,Luxembourg,2021-01-19,17.0,26.250999999999998,85.0,131.254
LUX,Europe,Luxembourg,2021-01-20,14.0,21.618000000000002,73.0,112.72399999999999
LUX,Europe,Luxembourg,2021-01-21,14.0,21.618000000000002,77.0,118.9
LUX,Europe,Luxembourg,2021-01-22,14.0,21.618000000000002,78.0,120.445
LUX,Europe,Luxembourg,2021-01-23,15.0,23.162,73.0,112.72399999999999
LUX,Europe,Luxembourg,2021-01-24,14.0,21.618000000000002,71.0,109.635
LUX,Europe,Luxembourg,2021-01-25,15.0,23.162,76.0,117.35600000000001
LUX,Europe,Luxembourg,2021-01-26,15.0,23.162,70.0,108.09100000000001
LUX,Europe,Luxembourg,2021-01-27,14.0,21.618000000000002,63.0,97.28200000000001
LUX,Europe,Luxembourg,2021-01-28,12.0,18.53,65.0,100.37
LUX,Europe,Luxembourg,2021-01-29,11.0,16.986,69.0,106.54700000000001
LUX,Europe,Luxembourg,2021-01-30,11.0,16.986,66.0,101.915
LUX,Europe,Luxembourg,2021-01-31,11.0,16.986,66.0,101.915
LUX,Europe,Luxembourg,2021-02-01,13.0,20.074,68.0,105.00299999999999
LUX,Europe,Luxembourg,2021-02-02,14.0,21.618000000000002,71.0,109.635
LUX,Europe,Luxembourg,2021-02-03,12.0,18.53,58.0,89.561
LUX,Europe,Luxembourg,2021-02-04,11.0,16.986,57.0,88.01700000000001
LUX,Europe,Luxembourg,2021-02-05,12.0,18.53,58.0,89.561
LUX,Europe,Luxembourg,2021-02-06,14.0,21.618000000000002,64.0,98.82600000000001
LUX,Europe,Luxembourg,2021-02-07,14.0,21.618000000000002,65.0,100.37
LUX,Europe,Luxembourg,2021-02-08,15.0,23.162,68.0,105.00299999999999
LUX,Europe,Luxembourg,2021-02-09,12.0,18.53,65.0,100.37
LUX,Europe,Luxembourg,2021-02-10,13.0,20.074,62.0,95.738
LUX,Europe,Luxembourg,2021-02-11,14.0,21.618000000000002,67.0,103.459
LUX,Europe,Luxembourg,2021-02-12,10.0,15.442,68.0,105.00299999999999
LUX,Europe,Luxembourg,2021-02-13,11.0,16.986,69.0,106.54700000000001
LUX,Europe,Luxembourg,2021-02-14,13.0,20.074,73.0,112.72399999999999
LUX,Europe,Luxembourg,2021-02-15,16.0,24.706999999999997,75.0,115.81200000000001
LUX,Europe,Luxembourg,2021-02-16,17.0,26.250999999999998,72.0,111.18
LUX,Europe,Luxembourg,2021-02-17,17.0,26.250999999999998,74.0,114.26799999999999
LUX,Europe,Luxembourg,2021-02-18,15.0,23.162,75.0,115.81200000000001
LUX,Europe,Luxembourg,2021-02-19,13.0,20.074,74.0,114.26799999999999
LUX,Europe,Luxembourg,2021-02-20,13.0,20.074,69.0,106.54700000000001
LUX,Europe,Luxembourg,2021-02-21,15.0,23.162,78.0,120.445
LUX,Europe,Luxembourg,2021-02-22,16.0,24.706999999999997,82.0,126.62100000000001
LUX,Europe,Luxembourg,2021-02-23,15.0,23.162,79.0,121.98899999999999
LUX,Europe,Luxembourg,2021-02-24,15.0,23.162,78.0,120.445
LUX,Europe,Luxembourg,2021-02-25,17.0,26.250999999999998,81.0,125.07700000000001
LUX,Europe,Luxembourg,2021-02-26,19.0,29.339000000000002,86.0,132.798
LUX,Europe,Luxembourg,2021-02-27,20.0,30.883000000000003,93.0,143.607
LUX,Europe,Luxembourg,2021-02-28,21.0,32.427,98.0,151.328
LUX,Europe,Luxembourg,2021-03-01,20.0,30.883000000000003,100.0,154.416
LUX,Europe,Luxembourg,2021-03-02,20.0,30.883000000000003,104.0,160.593
LUX,Europe,Luxembourg,2021-03-03,22.0,33.972,109.0,168.31400000000002
LUX,Europe,Luxembourg,2021-03-04,22.0,33.972,106.0,163.681
LUX,Europe,Luxembourg,2021-03-05,23.0,35.516,106.0,163.681
LUX,Europe,Luxembourg,2021-03-06,21.0,32.427,111.0,171.40200000000002
LUX,Europe,Luxembourg,2021-03-07,21.0,32.427,113.0,174.49
LUX,Europe,Luxembourg,2021-03-08,24.0,37.06,117.0,180.667
LUX,Europe,Luxembourg,2021-03-09,24.0,37.06,122.0,188.388
LUX,Europe,Luxembourg,2021-03-10,30.0,46.325,124.0,191.476
LUX,Europe,Luxembourg,2021-03-11,32.0,49.413000000000004,128.0,197.653
LUX,Europe,Luxembourg,2021-03-12,27.0,41.692,120.0,185.299
LUX,Europe,Luxembourg,2021-03-13,25.0,38.604,118.0,182.21099999999998
LUX,Europe,Luxembourg,2021-03-14,25.0,38.604,120.0,185.299
LUX,Europe,Luxembourg,2021-03-15,26.0,40.148,128.0,197.653
LUX,Europe,Luxembourg,2021-03-16,25.0,38.604,113.0,174.49
LUX,Europe,Luxembourg,2021-03-17,23.0,35.516,120.0,185.299
LUX,Europe,Luxembourg,2021-03-18,17.0,26.250999999999998,118.0,182.21099999999998
LUX,Europe,Luxembourg,2021-03-19,19.0,29.339000000000002,119.0,183.755
LUX,Europe,Luxembourg,2021-03-20,20.0,30.883000000000003,121.0,186.843
LUX,Europe,Luxembourg,2021-03-21,20.0,30.883000000000003,122.0,188.388
LUX,Europe,Luxembourg,2021-03-22,21.0,32.427,130.0,200.74099999999999
LUX,Europe,Luxembourg,2021-03-23,18.0,27.795,123.0,189.93200000000002
LUX,Europe,Luxembourg,2021-03-24,21.0,32.427,125.0,193.02
LUX,Europe,Luxembourg,2021-03-25,19.0,29.339000000000002,124.0,191.476
LUX,Europe,Luxembourg,2021-03-26,21.0,32.427,124.0,191.476
LUX,Europe,Luxembourg,2021-03-27,23.0,35.516,136.0,210.00599999999997
LUX,Europe,Luxembourg,2021-03-28,22.0,33.972,130.0,200.74099999999999
LUX,Europe,Luxembourg,2021-03-29,25.0,38.604,137.0,211.55
LUX,Europe,Luxembourg,2021-03-30,25.0,38.604,143.0,220.815
LUX,Europe,Luxembourg,2021-03-31,30.0,46.325,145.0,223.903
LUX,Europe,Luxembourg,2021-04-01,30.0,46.325,141.0,217.727
LUX,Europe,Luxembourg,2021-04-02,31.0,47.869,142.0,219.271
LUX,Europe,Luxembourg,2021-04-03,30.0,46.325,135.0,208.46200000000002
LUX,Europe,Luxembourg,2021-04-04,30.0,46.325,134.0,206.918
LUX,Europe,Luxembourg,2021-04-05,32.0,49.413000000000004,137.0,211.55
LUX,Europe,Luxembourg,2021-04-06,31.0,47.869,139.0,214.638
LUX,Europe,Luxembourg,2021-04-07,32.0,49.413000000000004,140.0,216.18200000000002
LUX,Europe,Luxembourg,2021-04-08,30.0,46.325,132.0,203.829
LUX,Europe,Luxembourg,2021-04-09,27.0,41.692,133.0,205.373
LUX,Europe,Luxembourg,2021-04-10,28.0,43.236000000000004,130.0,200.74099999999999
LUX,Europe,Luxembourg,2021-04-11,29.0,44.781000000000006,129.0,199.197
LUX,Europe,Luxembourg,2021-04-12,32.0,49.413000000000004,136.0,210.00599999999997
LUX,Europe,Luxembourg,2021-04-13,33.0,50.957,122.0,188.388
LUX,Europe,Luxembourg,2021-04-14,33.0,50.957,117.0,180.667
LUX,Europe,Luxembourg,2021-04-15,32.0,49.413000000000004,110.0,169.858
LUX,Europe,Luxembourg,2021-04-16,31.0,47.869,116.0,179.123
LUX,Europe,Luxembourg,2021-04-17,36.0,55.59,108.0,166.769
LUX,Europe,Luxembourg,2021-04-18,37.0,57.13399999999999,116.0,179.123
LUX,Europe,Luxembourg,2021-04-19,38.0,58.678000000000004,121.0,186.843
LUX,Europe,Luxembourg,2021-04-20,38.0,58.678000000000004,114.0,176.03400000000002
LUX,Europe,Luxembourg,2021-04-21,34.0,52.501000000000005,112.0,172.946
LUX,Europe,Luxembourg,2021-04-22,33.0,50.957,105.0,162.137
LUX,Europe,Luxembourg,2021-04-23,36.0,55.59,105.0,162.137
LUX,Europe,Luxembourg,2021-04-24,34.0,52.501000000000005,98.0,151.328
LUX,Europe,Luxembourg,2021-04-25,37.0,57.13399999999999,94.0,145.151
LUX,Europe,Luxembourg,2021-04-26,37.0,57.13399999999999,91.0,140.519
LUX,Europe,Luxembourg,2021-04-27,36.0,55.59,90.0,138.974
LUX,Europe,Luxembourg,2021-04-28,36.0,55.59,95.0,146.695
LUX,Europe,Luxembourg,2021-04-29,34.0,52.501000000000005,87.0,134.342
LUX,Europe,Luxembourg,2021-04-30,34.0,52.501000000000005,91.0,140.519
LUX,Europe,Luxembourg,2021-05-01,33.0,50.957,93.0,143.607
LUX,Europe,Luxembourg,2021-05-02,29.0,44.781000000000006,95.0,146.695
LUX,Europe,Luxembourg,2021-05-03,32.0,49.413000000000004,97.0,149.784
LUX,Europe,Luxembourg,2021-05-04,34.0,52.501000000000005,88.0,135.886
LUX,Europe,Luxembourg,2021-05-05,33.0,50.957,86.0,132.798
LUX,Europe,Luxembourg,2021-05-06,32.0,49.413000000000004,86.0,132.798
LUX,Europe,Luxembourg,2021-05-07,31.0,47.869,86.0,132.798
LUX,Europe,Luxembourg,2021-05-08,31.0,47.869,87.0,134.342
LUX,Europe,Luxembourg,2021-05-09,31.0,47.869,84.0,129.709
LUX,Europe,Luxembourg,2021-05-10,30.0,46.325,82.0,126.62100000000001
LUX,Europe,Luxembourg,2021-05-11,30.0,46.325,84.0,129.709
LUX,Europe,Luxembourg,2021-05-12,30.0,46.325,75.0,115.81200000000001
LUX,Europe,Luxembourg,2021-05-13,29.0,44.781000000000006,67.0,103.459
LUX,Europe,Luxembourg,2021-05-14,29.0,44.781000000000006,71.0,109.635
LUX,Europe,Luxembourg,2021-05-15,28.0,43.236000000000004,63.0,97.28200000000001
LUX,Europe,Luxembourg,2021-05-16,28.0,43.236000000000004,63.0,97.28200000000001
LUX,Europe,Luxembourg,2021-05-17,29.0,44.781000000000006,61.0,94.194
LUX,Europe,Luxembourg,2021-05-18,21.0,32.427,59.0,91.105
LUX,Europe,Luxembourg,2021-05-19,18.0,27.795,51.0,78.752
LUX,Europe,Luxembourg,2021-05-20,17.0,26.250999999999998,45.0,69.487
LUX,Europe,Luxembourg,2021-05-21,17.0,26.250999999999998,40.0,61.766000000000005
LUX,Europe,Luxembourg,2021-05-22,17.0,26.250999999999998,40.0,61.766000000000005
LUX,Europe,Luxembourg,2021-05-23,17.0,26.250999999999998,36.0,55.59
LUX,Europe,Luxembourg,2021-05-24,17.0,26.250999999999998,34.0,52.501000000000005
LUX,Europe,Luxembourg,2021-05-25,17.0,26.250999999999998,34.0,52.501000000000005
LUX,Europe,Luxembourg,2021-05-26,15.0,23.162,32.0,49.413000000000004
LUX,Europe,Luxembourg,2021-05-27,12.0,18.53,32.0,49.413000000000004
LUX,Europe,Luxembourg,2021-05-28,12.0,18.53,32.0,49.413000000000004
LUX,Europe,Luxembourg,2021-05-29,11.0,16.986,32.0,49.413000000000004
LUX,Europe,Luxembourg,2021-05-30,8.0,12.353,27.0,41.692
LUX,Europe,Luxembourg,2021-05-31,7.0,10.809000000000001,24.0,37.06
LUX,Europe,Luxembourg,2021-06-01,5.0,7.721,21.0,32.427
LUX,Europe,Luxembourg,2021-06-02,3.0,4.632,16.0,24.706999999999997
LUX,Europe,Luxembourg,2021-06-03,3.0,4.632,17.0,26.250999999999998
LUX,Europe,Luxembourg,2021-06-04,3.0,4.632,18.0,27.795
LUX,Europe,Luxembourg,2021-06-05,2.0,3.088,17.0,26.250999999999998
LUX,Europe,Luxembourg,2021-06-06,2.0,3.088,16.0,24.706999999999997
LUX,Europe,Luxembourg,2021-06-07,2.0,3.088,18.0,27.795
LUX,Europe,Luxembourg,2021-06-08,3.0,4.632,20.0,30.883000000000003
LUX,Europe,Luxembourg,2021-06-09,2.0,3.088,13.0,20.074
LUX,Europe,Luxembourg,2021-06-10,1.0,1.544,12.0,18.53
LUX,Europe,Luxembourg,2021-06-11,1.0,1.544,14.0,21.618000000000002
LUX,Europe,Luxembourg,2021-06-12,1.0,1.544,10.0,15.442
LUX,Europe,Luxembourg,2021-06-13,1.0,1.544,9.0,13.897
LUX,Europe,Luxembourg,2021-06-14,2.0,3.088,10.0,15.442
LUX,Europe,Luxembourg,2021-06-15,2.0,3.088,8.0,12.353
LUX,Europe,Luxembourg,2021-06-16,2.0,3.088,10.0,15.442
LUX,Europe,Luxembourg,2021-06-17,2.0,3.088,9.0,13.897
LUX,Europe,Luxembourg,2021-06-18,2.0,3.088,7.0,10.809000000000001
LUX,Europe,Luxembourg,2021-06-19,2.0,3.088,5.0,7.721
LUX,Europe,Luxembourg,2021-06-20,2.0,3.088,5.0,7.721
LUX,Europe,Luxembourg,2021-06-21,2.0,3.088,5.0,7.721
LUX,Europe,Luxembourg,2021-06-22,2.0,3.088,4.0,6.1770000000000005
LUX,Europe,Luxembourg,2021-06-23,2.0,3.088,5.0,7.721
LUX,Europe,Luxembourg,2021-06-24,2.0,3.088,5.0,7.721
LUX,Europe,Luxembourg,2021-06-25,1.0,1.544,4.0,6.1770000000000005
LUX,Europe,Luxembourg,2021-06-26,1.0,1.544,7.0,10.809000000000001
LUX,Europe,Luxembourg,2021-06-27,1.0,1.544,5.0,7.721
LUX,Europe,Luxembourg,2021-06-28,1.0,1.544,5.0,7.721
LUX,Europe,Luxembourg,2021-06-29,1.0,1.544,6.0,9.265
LUX,Europe,Luxembourg,2021-06-30,1.0,1.544,4.0,6.1770000000000005
LUX,Europe,Luxembourg,2021-07-01,1.0,1.544,3.0,4.632
LUX,Europe,Luxembourg,2021-07-02,1.0,1.544,2.0,3.088
LUX,Europe,Luxembourg,2021-07-03,1.0,1.544,3.0,4.632
LUX,Europe,Luxembourg,2021-07-04,1.0,1.544,4.0,6.1770000000000005
LUX,Europe,Luxembourg,2021-07-05,1.0,1.544,5.0,7.721
LUX,Europe,Luxembourg,2021-07-06,1.0,1.544,5.0,7.721
LUX,Europe,Luxembourg,2021-07-07,1.0,1.544,5.0,7.721
LUX,Europe,Luxembourg,2021-07-08,1.0,1.544,6.0,9.265
LUX,Europe,Luxembourg,2021-07-09,1.0,1.544,7.0,10.809000000000001
LUX,Europe,Luxembourg,2021-07-10,1.0,1.544,11.0,16.986
LUX,Europe,Luxembourg,2021-07-11,2.0,3.088,14.0,21.618000000000002
LUX,Europe,Luxembourg,2021-07-12,2.0,3.088,13.0,20.074
LUX,Europe,Luxembourg,2021-07-13,3.0,4.632,10.0,15.442
LUX,Europe,Luxembourg,2021-07-14,4.0,6.1770000000000005,11.0,16.986
LUX,Europe,Luxembourg,2021-07-15,5.0,7.721,11.0,16.986
LUX,Europe,Luxembourg,2021-07-16,4.0,6.1770000000000005,13.0,20.074
LUX,Europe,Luxembourg,2021-07-17,5.0,7.721,15.0,23.162
LUX,Europe,Luxembourg,2021-07-18,5.0,7.721,13.0,20.074
LUX,Europe,Luxembourg,2021-07-19,6.0,9.265,19.0,29.339000000000002
LUX,Europe,Luxembourg,2021-07-20,6.0,9.265,17.0,26.250999999999998
LUX,Europe,Luxembourg,2021-07-21,6.0,9.265,17.0,26.250999999999998
LUX,Europe,Luxembourg,2021-07-22,5.0,7.721,20.0,30.883000000000003
LUX,Europe,Luxembourg,2021-07-23,3.0,4.632,22.0,33.972
LUX,Europe,Luxembourg,2021-07-24,3.0,4.632,27.0,41.692
LUX,Europe,Luxembourg,2021-07-25,2.0,3.088,26.0,40.148
LUX,Europe,Luxembourg,2021-07-26,3.0,4.632,26.0,40.148
LUX,Europe,Luxembourg,2021-07-27,3.0,4.632,22.0,33.972
LUX,Europe,Luxembourg,2021-07-28,3.0,4.632,23.0,35.516
LUX,Europe,Luxembourg,2021-07-29,5.0,7.721,22.0,33.972
LUX,Europe,Luxembourg,2021-07-30,6.0,9.265,24.0,37.06
LUX,Europe,Luxembourg,2021-07-31,6.0,9.265,24.0,37.06
LUX,Europe,Luxembourg,2021-08-01,7.0,10.809000000000001,25.0,38.604
LUX,Europe,Luxembourg,2021-08-02,7.0,10.809000000000001,25.0,38.604
LUX,Europe,Luxembourg,2021-08-03,5.0,7.721,26.0,40.148
LUX,Europe,Luxembourg,2021-08-04,5.0,7.721,20.0,30.883000000000003
LUX,Europe,Luxembourg,2021-08-05,5.0,7.721,22.0,33.972
LUX,Europe,Luxembourg,2021-08-06,6.0,9.265,21.0,32.427
LUX,Europe,Luxembourg,2021-08-07,6.0,9.265,21.0,32.427
LUX,Europe,Luxembourg,2021-08-08,7.0,10.809000000000001,21.0,32.427
LUX,Europe,Luxembourg,2021-08-09,6.0,9.265,21.0,32.427
LUX,Europe,Luxembourg,2021-08-10,6.0,9.265,17.0,26.250999999999998
LUX,Europe,Luxembourg,2021-08-11,6.0,9.265,19.0,29.339000000000002
LUX,Europe,Luxembourg,2021-08-12,6.0,9.265,21.0,32.427
LUX,Europe,Luxembourg,2021-08-13,6.0,9.265,20.0,30.883000000000003
LUX,Europe,Luxembourg,2021-08-14,6.0,9.265,20.0,30.883000000000003
LUX,Europe,Luxembourg,2021-08-15,6.0,9.265,25.0,38.604
LUX,Europe,Luxembourg,2021-08-16,6.0,9.265,27.0,41.692
LUX,Europe,Luxembourg,2021-08-17,5.0,7.721,27.0,41.692
LUX,Europe,Luxembourg,2021-08-18,5.0,7.721,25.0,38.604
LUX,Europe,Luxembourg,2021-08-19,3.0,4.632,21.0,32.427
LUX,Europe,Luxembourg,2021-08-20,3.0,4.632,20.0,30.883000000000003
