iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million
CAN,North America,Canada,2022-01-24,1233.0,32.064,11022.0,286.626
CAN,North America,Canada,2022-01-25,1192.0,30.998,10734.0,279.13599999999997
CAN,North America,Canada,2022-01-26,1159.0,30.14,10554.0,274.455
CAN,North America,Canada,2022-01-27,1169.0,30.4,10448.0,271.699
CAN,North America,Canada,2022-01-28,1166.0,30.322,10069.0,261.843
CAN,North America,Canada,2022-01-29,1141.0,29.671999999999997,9911.0,257.73400000000004
CAN,North America,Canada,2022-01-30,1139.0,29.62,9970.0,259.269
CAN,North America,Canada,2022-01-31,1144.0,29.75,9956.0,258.905
CAN,North America,Canada,2022-02-01,1099.0,28.579,9708.0,252.455
CAN,North America,Canada,2022-02-02,1073.0,27.903000000000002,9394.0,244.29
CAN,North America,Canada,2022-02-03,1057.0,27.487,9149.0,237.919
CAN,North America,Canada,2022-02-04,1037.0,26.967,8832.0,229.675
CAN,North America,Canada,2022-02-05,1003.0,26.083000000000002,8595.0,223.512
CAN,North America,Canada,2022-02-06,1003.0,26.083000000000002,8591.0,223.408
CAN,North America,Canada,2022-02-07,1008.0,26.213,8501.0,221.067
CAN,North America,Canada,2022-02-08,976.0,25.381,8286.0,215.476
CAN,North America,Canada,2022-02-09,956.0,24.861,8106.0,210.796
CAN,North America,Canada,2022-02-10,920.0,23.924,7800.0,202.838
CAN,North America,Canada,2022-02-11,874.0,22.728,7492.0,194.829
CAN,North America,Canada,2022-02-12,846.0,22.0,7247.0,188.457
CAN,North America,Canada,2022-02-13,839.0,21.818,7331.0,190.642
CAN,North America,Canada,2022-02-14,805.0,20.934,7153.0,186.013
CAN,North America,Canada,2022-02-15,780.0,20.284000000000002,6933.0,180.292
CAN,North America,Canada,2022-02-16,767.0,19.945999999999998,6759.0,175.767
CAN,North America,Canada,2022-02-17,760.0,19.764,6561.0,170.618
CAN,North America,Canada,2022-02-18,730.0,18.984,6351.0,165.157
CAN,North America,Canada,2022-02-19,694.0,18.047,6207.0,161.412
CAN,North America,Canada,2022-02-20,680.0,17.683,6235.0,162.14
CAN,North America,Canada,2022-02-21,671.0,17.449,6177.0,160.632
CAN,North America,Canada,2022-02-22,659.0,17.137,6041.0,157.095
CAN,North America,Canada,2022-02-23,651.0,16.929000000000002,5953.0,154.80700000000002
CAN,North America,Canada,2022-02-24,627.0,16.305,5633.0,146.485
CAN,North America,Canada,2022-02-25,593.0,15.421,5425.0,141.076
CAN,North America,Canada,2022-02-26,581.0,15.109000000000002,5266.0,136.942
CAN,North America,Canada,2022-02-27,566.0,14.719000000000001,5237.0,136.188
CAN,North America,Canada,2022-02-28,570.0,14.823,5138.0,133.613
CAN,North America,Canada,2022-03-01,558.0,14.511,4989.0,129.738
CAN,North America,Canada,2022-03-02,547.0,14.225,4961.0,129.01
CAN,North America,Canada,2022-03-03,540.0,14.043,4866.0,126.54
CAN,North America,Canada,2022-03-04,513.0,13.341,4722.0,122.795
CAN,North America,Canada,2022-03-05,506.0,13.158,4616.0,120.039
CAN,North America,Canada,2022-03-06,508.0,13.21,4654.0,121.027
CAN,North America,Canada,2022-03-07,505.0,13.132,4650.0,120.92299999999999
CAN,North America,Canada,2022-03-08,492.0,12.794,4520.0,117.542
CAN,North America,Canada,2022-03-09,489.0,12.716,4549.0,118.296
CAN,North America,Canada,2022-03-10,467.0,12.144,4369.0,113.615
CAN,North America,Canada,2022-03-11,448.0,11.65,4258.0,110.729
CAN,North America,Canada,2022-03-12,440.0,11.442,4153.0,107.99799999999999
CAN,North America,Canada,2022-03-13,432.0,11.234000000000002,4154.0,108.024
CAN,North America,Canada,2022-03-14,435.0,11.312000000000001,4177.0,108.62200000000001
CAN,North America,Canada,2022-03-15,409.0,10.636,4131.0,107.426
CAN,North America,Canada,2022-03-16,404.0,10.505999999999998,4043.0,105.13799999999999
CAN,North America,Canada,2022-03-17,374.0,9.726,3941.0,102.485
CAN,North America,Canada,2022-03-18,359.0,9.336,3898.0,101.367
CAN,North America,Canada,2022-03-19,355.0,9.232000000000001,3878.0,100.84700000000001
CAN,North America,Canada,2022-03-20,364.0,9.466000000000001,3947.0,102.641
CAN,North America,Canada,2022-03-21,362.0,9.414,3990.0,103.759
CAN,North America,Canada,2022-03-22,365.0,9.492,4002.0,104.072
CAN,North America,Canada,2022-03-23,365.0,9.492,4010.0,104.28
CAN,North America,Canada,2022-03-24,368.0,9.57,4062.0,105.632
CAN,North America,Canada,2022-03-25,357.0,9.283999999999999,4025.0,104.67
CAN,North America,Canada,2022-03-26,358.0,9.31,4148.0,107.868
CAN,North America,Canada,2022-03-27,362.0,9.414,4234.0,110.105
CAN,North America,Canada,2022-03-28,374.0,9.726,4248.0,110.469
CAN,North America,Canada,2022-03-29,364.0,9.466000000000001,4363.0,113.459
CAN,North America,Canada,2022-03-30,354.0,9.206,4376.0,113.79700000000001
CAN,North America,Canada,2022-03-31,341.0,8.868,4526.0,117.698
CAN,North America,Canada,2022-04-01,339.0,8.816,4592.0,119.414
CAN,North America,Canada,2022-04-02,347.0,9.024,4694.0,122.06700000000001
CAN,North America,Canada,2022-04-03,345.0,8.972000000000001,4941.0,128.49
CAN,North America,Canada,2022-04-04,365.0,9.492,5111.0,132.911
CAN,North America,Canada,2022-04-05,358.0,9.31,5246.0,136.422
CAN,North America,Canada,2022-04-06,360.0,9.362,5247.0,136.44799999999998
CAN,North America,Canada,2022-04-07,373.0,9.7,5526.0,143.703
CAN,North America,Canada,2022-04-08,379.0,9.856,5514.0,143.391
CAN,North America,Canada,2022-04-09,389.0,10.116,5686.0,147.864
CAN,North America,Canada,2022-04-10,390.0,10.142000000000001,5908.0,153.637
CAN,North America,Canada,2022-04-11,401.0,10.427999999999999,6020.0,156.549
CAN,North America,Canada,2022-04-12,416.0,10.818,6237.0,162.192
CAN,North America,Canada,2022-04-13,420.0,10.922,6241.0,162.296
CAN,North America,Canada,2022-04-14,418.0,10.87,6509.0,169.266
CAN,North America,Canada,2022-04-15,443.0,11.52,6563.0,170.67
CAN,North America,Canada,2022-04-16,451.0,11.728,6613.0,171.97
CAN,North America,Canada,2022-04-17,444.0,11.546,6800.0,176.833
CAN,North America,Canada,2022-04-18,458.0,11.91,7008.0,182.24200000000002
CAN,North America,Canada,2022-04-19,454.0,11.806,7045.0,183.204
CAN,North America,Canada,2022-04-20,450.0,11.702,7004.0,182.138
CAN,North America,Canada,2022-04-21,428.0,11.13,7097.0,184.55700000000002
CAN,North America,Canada,2022-04-22,432.0,11.234000000000002,7060.0,183.59400000000002
CAN,North America,Canada,2022-04-23,455.0,11.832,7076.0,184.01
CAN,North America,Canada,2022-04-24,452.0,11.754000000000001,7179.0,186.68900000000002
CAN,North America,Canada,2022-04-25,453.0,11.78,7281.0,189.34099999999998
CAN,North America,Canada,2022-04-26,443.0,11.52,7199.0,187.209
CAN,North America,Canada,2022-04-27,454.0,11.806,7217.0,187.67700000000002
CAN,North America,Canada,2022-04-28,442.0,11.494000000000002,7182.0,186.767
CAN,North America,Canada,2022-04-29,415.0,10.792,7033.0,182.892
CAN,North America,Canada,2022-04-30,403.0,10.48,6953.0,180.812
CAN,North America,Canada,2022-05-01,434.0,11.286,7048.0,183.282
CAN,North America,Canada,2022-05-02,420.0,10.922,7112.0,184.947
CAN,North America,Canada,2022-05-03,420.0,10.922,7059.0,183.56799999999998
CAN,North America,Canada,2022-05-04,421.0,10.948,7083.0,184.19299999999998
CAN,North America,Canada,2022-05-05,399.0,10.376,6845.0,178.003
CAN,North America,Canada,2022-05-06,388.0,10.09,6690.0,173.97299999999998
CAN,North America,Canada,2022-05-07,377.0,9.804,6496.0,168.928
CAN,North America,Canada,2022-05-08,367.0,9.544,6593.0,171.45
CAN,North America,Canada,2022-05-09,356.0,9.258,6579.0,171.08599999999998
CAN,North America,Canada,2022-05-10,340.0,8.842,6407.0,166.613
CAN,North America,Canada,2022-05-11,344.0,8.946,6421.0,166.977
CAN,North America,Canada,2022-05-12,334.0,8.686,6168.0,160.398
CAN,North America,Canada,2022-05-13,319.0,8.296,5897.0,153.351
CAN,North America,Canada,2022-05-14,316.0,8.218,5794.0,150.672
CAN,North America,Canada,2022-05-15,329.0,8.556000000000001,5867.0,152.571
CAN,North America,Canada,2022-05-16,331.0,8.607999999999999,5834.0,151.71200000000002
CAN,North America,Canada,2022-05-17,329.0,8.556000000000001,5752.0,149.58
CAN,North America,Canada,2022-05-18,327.0,8.504,5719.0,148.722
CAN,North America,Canada,2022-05-19,327.0,8.504,5448.0,141.675
CAN,North America,Canada,2022-05-20,319.0,8.296,5004.0,130.128
CAN,North America,Canada,2022-05-21,308.0,8.01,5078.0,132.053
CAN,North America,Canada,2022-05-22,300.0,7.801,5047.0,131.247
CAN,North America,Canada,2022-05-23,295.0,7.671,5064.0,131.689
CAN,North America,Canada,2022-05-24,300.0,7.801,4999.0,129.998
CAN,North America,Canada,2022-05-25,296.0,7.697,4973.0,129.322
CAN,North America,Canada,2022-05-26,273.0,7.099,4708.0,122.431
CAN,North America,Canada,2022-05-27,250.0,6.501,4519.0,117.516
CAN,North America,Canada,2022-05-28,246.0,6.397,4392.0,114.213
CAN,North America,Canada,2022-05-29,247.0,6.422999999999999,4452.0,115.774
CAN,North America,Canada,2022-05-30,245.0,6.371,4393.0,114.23899999999999
CAN,North America,Canada,2022-05-31,231.0,6.007000000000001,4165.0,108.31
CAN,North America,Canada,2022-06-01,228.0,5.928999999999999,4129.0,107.374
CAN,North America,Canada,2022-06-02,217.0,5.643,3995.0,103.889
CAN,North America,Canada,2022-06-03,201.0,5.227,3840.0,99.859
CAN,North America,Canada,2022-06-04,194.0,5.045,3755.0,97.648
CAN,North America,Canada,2022-06-05,199.0,5.175,3729.0,96.97200000000001
CAN,North America,Canada,2022-06-06,196.0,5.0969999999999995,3717.0,96.66
CAN,North America,Canada,2022-06-07,187.0,4.863,3632.0,94.45
CAN,North America,Canada,2022-06-08,190.0,4.941,3618.0,94.086
CAN,North America,Canada,2022-06-09,177.0,4.603,3510.0,91.277
CAN,North America,Canada,2022-06-10,176.0,4.577,3457.0,89.899
CAN,North America,Canada,2022-06-11,170.0,4.421,3448.0,89.665
CAN,North America,Canada,2022-06-12,168.0,4.369,3451.0,89.743
CAN,North America,Canada,2022-06-13,180.0,4.681,3457.0,89.899
CAN,North America,Canada,2022-06-14,167.0,4.343,3311.0,86.102
CAN,North America,Canada,2022-06-15,170.0,4.421,3302.0,85.868
CAN,North America,Canada,2022-06-16,157.0,4.083,3259.0,84.75
CAN,North America,Canada,2022-06-17,158.0,4.109,3170.0,82.435
CAN,North America,Canada,2022-06-18,150.0,3.9010000000000002,3161.0,82.20100000000001
CAN,North America,Canada,2022-06-19,159.0,4.135,3212.0,83.52799999999999
CAN,North America,Canada,2022-06-20,170.0,4.421,3272.0,85.088
CAN,North America,Canada,2022-06-21,168.0,4.369,3292.0,85.60799999999999
CAN,North America,Canada,2022-06-22,166.0,4.317,3282.0,85.348
CAN,North America,Canada,2022-06-23,167.0,4.343,3249.0,84.49
CAN,North America,Canada,2022-06-24,156.0,4.0569999999999995,3189.0,82.93
CAN,North America,Canada,2022-06-25,154.0,4.005,3176.0,82.59100000000001
CAN,North America,Canada,2022-06-26,163.0,4.239,3191.0,82.98200000000001
CAN,North America,Canada,2022-06-27,167.0,4.343,3345.0,86.986
CAN,North America,Canada,2022-06-28,168.0,4.369,3402.0,88.469
CAN,North America,Canada,2022-06-29,168.0,4.369,3406.0,88.573
CAN,North America,Canada,2022-06-30,178.0,4.629,3299.0,85.79
CAN,North America,Canada,2022-07-01,166.0,4.317,3344.0,86.96
CAN,North America,Canada,2022-07-02,166.0,4.317,3369.0,87.61
CAN,North America,Canada,2022-07-03,170.0,4.421,3434.0,89.301
CAN,North America,Canada,2022-07-04,182.0,4.7330000000000005,3639.0,94.632
CAN,North America,Canada,2022-07-05,188.0,4.888999999999999,3698.0,96.166
CAN,North America,Canada,2022-07-06,189.0,4.915,3716.0,96.634
CAN,North America,Canada,2022-07-07,201.0,5.227,3816.0,99.235
CAN,North America,Canada,2022-07-08,200.0,5.2010000000000005,3923.0,102.01700000000001
CAN,North America,Canada,2022-07-09,211.0,5.487,3952.0,102.771
CAN,North America,Canada,2022-07-10,208.0,5.409,3994.0,103.863
CAN,North America,Canada,2022-07-11,214.0,5.565,4200.0,109.22
CAN,North America,Canada,2022-07-12,223.0,5.7989999999999995,4342.0,112.913
CAN,North America,Canada,2022-07-13,218.0,5.669,4339.0,112.835
CAN,North America,Canada,2022-07-14,213.0,5.539,4604.0,119.726
CAN,North America,Canada,2022-07-15,202.0,5.252999999999999,4573.0,118.92
CAN,North America,Canada,2022-07-16,194.0,5.045,4601.0,119.648
CAN,North America,Canada,2022-07-17,204.0,5.305,4752.0,123.575
CAN,North America,Canada,2022-07-18,229.0,5.955,4925.0,128.07399999999998
CAN,North America,Canada,2022-07-19,240.0,6.2410000000000005,5184.0,134.809
CAN,North America,Canada,2022-07-20,238.0,6.189,5175.0,134.575
CAN,North America,Canada,2022-07-21,236.0,6.1370000000000005,5219.0,135.719
CAN,North America,Canada,2022-07-22,245.0,6.371,5079.0,132.079
CAN,North America,Canada,2022-07-23,249.0,6.475,5081.0,132.131
CAN,North America,Canada,2022-07-24,250.0,6.501,5273.0,137.124
CAN,North America,Canada,2022-07-25,258.0,6.709,5347.0,139.048
CAN,North America,Canada,2022-07-26,276.0,7.1770000000000005,5515.0,143.417
CAN,North America,Canada,2022-07-27,273.0,7.099,5496.0,142.923
CAN,North America,Canada,2022-07-28,283.0,7.359,5472.0,142.299
CAN,North America,Canada,2022-07-29,285.0,7.4110000000000005,5313.0,138.164
CAN,North America,Canada,2022-07-30,285.0,7.4110000000000005,5282.0,137.358
CAN,North America,Canada,2022-07-31,301.0,7.827000000000001,5270.0,137.046
CAN,North America,Canada,2022-08-01,291.0,7.567,5388.0,140.114
CAN,North America,Canada,2022-08-02,299.0,7.775,5464.0,142.091
CAN,North America,Canada,2022-08-03,300.0,7.801,5515.0,143.417
CAN,North America,Canada,2022-08-04,275.0,7.151,5266.0,136.942
CAN,North America,Canada,2022-08-05,264.0,6.865,5216.0,135.641
CAN,North America,Canada,2022-08-06,264.0,6.865,5146.0,133.821
CAN,North America,Canada,2022-08-07,266.0,6.917000000000001,5211.0,135.511
CAN,North America,Canada,2022-08-08,274.0,7.125,5170.0,134.445
CAN,North America,Canada,2022-08-09,262.0,6.813,5329.0,138.58
CAN,North America,Canada,2022-08-10,262.0,6.813,5336.0,138.762
CAN,North America,Canada,2022-08-11,262.0,6.813,5195.0,135.095
CAN,North America,Canada,2022-08-12,267.0,6.943,5104.0,132.72899999999998
CAN,North America,Canada,2022-08-13,260.0,6.761,5131.0,133.431
CAN,North America,Canada,2022-08-14,257.0,6.683,5185.0,134.835
CAN,North America,Canada,2022-08-15,248.0,6.449,5186.0,134.861
CAN,North America,Canada,2022-08-16,245.0,6.371,5275.0,137.17600000000002
CAN,North America,Canada,2022-08-17,248.0,6.449,5268.0,136.994
CAN,North America,Canada,2022-08-18,246.0,6.397,5254.0,136.63
CAN,North America,Canada,2022-08-19,245.0,6.371,5197.0,135.14700000000002
CAN,North America,Canada,2022-08-20,248.0,6.449,5183.0,134.783
CAN,North America,Canada,2022-08-21,253.0,6.579,5256.0,136.68200000000002
CAN,North America,Canada,2022-08-22,255.0,6.631,5220.0,135.745
CAN,North America,Canada,2022-08-23,262.0,6.813,5334.0,138.71
CAN,North America,Canada,2022-08-24,263.0,6.8389999999999995,5340.0,138.866
CAN,North America,Canada,2022-08-25,249.0,6.475,5220.0,135.745
CAN,North America,Canada,2022-08-26,249.0,6.475,5154.0,134.029
CAN,North America,Canada,2022-08-27,261.0,6.787000000000001,5105.0,132.755
CAN,North America,Canada,2022-08-28,260.0,6.761,5170.0,134.445
CAN,North America,Canada,2022-08-29,272.0,7.0729999999999995,5133.0,133.483
CAN,North America,Canada,2022-08-30,248.0,6.449,5071.0,131.871
CAN,North America,Canada,2022-08-31,244.0,6.345,5069.0,131.819
CAN,North America,Canada,2022-09-01,223.0,5.7989999999999995,4915.0,127.814
CAN,North America,Canada,2022-09-02,212.0,5.513,4764.0,123.887
CAN,North America,Canada,2022-09-03,211.0,5.487,4763.0,123.861
CAN,North America,Canada,2022-09-04,207.0,5.382999999999999,4817.0,125.265
CAN,North America,Canada,2022-09-05,220.0,5.721,4721.0,122.76899999999999
CAN,North America,Canada,2022-09-06,218.0,5.669,4834.0,125.708
CAN,North America,Canada,2022-09-07,219.0,5.695,4837.0,125.786
CAN,North America,Canada,2022-09-08,214.0,5.565,4756.0,123.679
CAN,North America,Canada,2022-09-09,210.0,5.461,4649.0,120.897
CAN,North America,Canada,2022-09-10,212.0,5.513,4604.0,119.726
CAN,North America,Canada,2022-09-11,211.0,5.487,4632.0,120.455
CAN,North America,Canada,2022-09-12,213.0,5.539,4692.0,122.015
CAN,North America,Canada,2022-09-13,225.0,5.851,4685.0,121.833
CAN,North America,Canada,2022-09-14,224.0,5.825,4691.0,121.98899999999999
CAN,North America,Canada,2022-09-15,228.0,5.928999999999999,4644.0,120.76700000000001
CAN,North America,Canada,2022-09-16,226.0,5.877000000000001,4555.0,118.45200000000001
CAN,North America,Canada,2022-09-17,220.0,5.721,4500.0,117.022
CAN,North America,Canada,2022-09-18,226.0,5.877000000000001,4541.0,118.088
CAN,North America,Canada,2022-09-19,228.0,5.928999999999999,4634.0,120.507
CAN,North America,Canada,2022-09-20,229.0,5.955,4674.0,121.54700000000001
CAN,North America,Canada,2022-09-21,229.0,5.955,4673.0,121.521
CAN,North America,Canada,2022-09-22,216.0,5.617000000000001,4691.0,121.98899999999999
CAN,North America,Canada,2022-09-23,210.0,5.461,4712.0,122.535
CAN,North America,Canada,2022-09-24,216.0,5.617000000000001,4717.0,122.665
CAN,North America,Canada,2022-09-25,216.0,5.617000000000001,4725.0,122.87299999999999
CAN,North America,Canada,2022-09-26,227.0,5.903,4814.0,125.18700000000001
CAN,North America,Canada,2022-09-27,232.0,6.0329999999999995,5045.0,131.195
CAN,North America,Canada,2022-09-28,230.0,5.981,5030.0,130.805
CAN,North America,Canada,2022-09-29,250.0,6.501,5183.0,134.783
CAN,North America,Canada,2022-09-30,247.0,6.422999999999999,5128.0,133.35299999999998
CAN,North America,Canada,2022-10-01,241.0,6.267,5080.0,132.105
CAN,North America,Canada,2022-10-02,235.0,6.111000000000001,5113.0,132.963
CAN,North America,Canada,2022-10-03,237.0,6.162999999999999,5324.0,138.45
CAN,North America,Canada,2022-10-04,236.0,6.1370000000000005,5417.0,140.868
CAN,North America,Canada,2022-10-05,243.0,6.319,5422.0,140.998
CAN,North America,Canada,2022-10-06,238.0,6.189,5546.0,144.22299999999998
CAN,North America,Canada,2022-10-07,240.0,6.2410000000000005,5104.0,132.72899999999998
CAN,North America,Canada,2022-10-08,238.0,6.189,5467.0,142.16899999999998
CAN,North America,Canada,2022-10-09,230.0,5.981,5496.0,142.923
CAN,North America,Canada,2022-10-10,249.0,6.475,5650.0,146.928
CAN,North America,Canada,2022-10-11,261.0,6.787000000000001,5955.0,154.859
CAN,North America,Canada,2022-10-12,262.0,6.813,5983.0,155.58700000000002
CAN,North America,Canada,2022-10-13,272.0,7.0729999999999995,6090.0,158.37
CAN,North America,Canada,2022-10-14,269.0,6.995,6012.0,156.341
CAN,North America,Canada,2022-10-15,271.0,7.047000000000001,5990.0,155.769
CAN,North America,Canada,2022-10-16,287.0,7.462999999999999,6179.0,160.684
CAN,North America,Canada,2022-10-17,291.0,7.567,6234.0,162.114
CAN,North America,Canada,2022-10-18,286.0,7.437,6134.0,159.514
CAN,North America,Canada,2022-10-19,285.0,7.4110000000000005,6152.0,159.982
CAN,North America,Canada,2022-10-20,280.0,7.281000000000001,6401.0,166.457
CAN,North America,Canada,2022-10-21,273.0,7.099,6422.0,167.003
CAN,North America,Canada,2022-10-22,284.0,7.385,6330.0,164.611
